sku,category,grossValue,maker,name,quantity,highPrecisionQuantity,branchName
SKU28545,Clothing,792.07,BrandE,Tablet,74,288,South Branch
SKU90982,Electronics,465.64,BrandC,Running Shoes,42,851,Secondary Warehouse
SKU80569,Beauty,30.31,BrandE,Gaming Console,59,575,Central Depot
SKU69331,Electronics,644.12,BrandB,Smartphone,96,336,Central Depot
SKU56142,Automotive,420.63,BrandC,Gaming Console,86,763,Secondary Warehouse
SKU95255,Furniture,254.64,BrandA,Running Shoes,46,484,North Branch
SKU49221,Kitchen,278.06,BrandB,Smartphone,19,233,South Branch
SKU46665,Automotive,932.81,BrandD,Gaming Console,28,873,Secondary Warehouse
SKU94823,Sports,781.44,BrandE,Laptop,39,384,Secondary Warehouse
SKU66718,Kitchen,500.49,BrandB,Blender,61,580,South Branch
SKU73417,Furniture,569.79,BrandD,Desk Lamp,62,557,Main Warehouse
SKU35054,Beauty,905.23,BrandA,Smartphone,69,844,South Branch
SKU91469,Toys,219.31,BrandA,Laptop,85,149,South Branch
SKU28868,Toys,138.41,BrandB,Running Shoes,95,792,Central Depot
SKU32139,Electronics,375.75,BrandA,Tablet,34,556,North Branch
SKU18600,Toys,588.45,BrandD,Blender,68,578,South Branch
SKU39009,Sports,955.4,BrandB,Laptop,15,252,Central Depot
SKU87879,Clothing,479.69,BrandD,Wireless Earbuds,31,994,Secondary Warehouse
SKU64287,Toys,908.8,BrandC,Tablet,80,627,Secondary Warehouse
SKU80485,Beauty,759.22,BrandE,Laptop,8,356,South Branch
SKU51634,Sports,619.39,BrandE,Tablet,41,582,Secondary Warehouse
SKU51987,Electronics,749.93,BrandC,Headphones,3,118,Central Depot
SKU41168,Furniture,92.86,BrandA,Running Shoes,55,231,Secondary Warehouse
SKU63497,Beauty,19.17,BrandD,Blender,69,45,North Branch
SKU84020,Sports,260.1,BrandC,Laptop,12,140,Main Warehouse
SKU77322,Furniture,705.76,BrandD,Blender,48,742,Secondary Warehouse
SKU60250,Sports,373.17,BrandC,Desk Lamp,33,61,North Branch
SKU76754,Toys,982.62,BrandD,Gaming Console,48,612,Main Warehouse
SKU52170,Toys,886.95,BrandC,Headphones,87,918,Secondary Warehouse
SKU43947,Kitchen,567.51,BrandE,Headphones,80,231,North Branch
SKU83987,Automotive,974.02,BrandA,Tablet,29,528,Secondary Warehouse
SKU32380,Beauty,583.05,BrandC,Running Shoes,95,625,South Branch
SKU24472,Electronics,975.25,BrandE,Headphones,30,370,Main Warehouse
SKU98333,Beauty,563.18,BrandC,Running Shoes,65,833,North Branch
SKU56531,Toys,704.85,BrandD,Desk Lamp,45,642,Secondary Warehouse
SKU28166,Electronics,968.12,BrandB,Blender,30,73,Main Warehouse
SKU62271,Electronics,254.52,BrandB,Laptop,60,419,Main Warehouse
SKU42878,Sports,803.53,BrandD,Desk Lamp,51,90,Main Warehouse
SKU49102,Toys,698.25,BrandD,Running Shoes,13,613,Secondary Warehouse
SKU89429,Automotive,302.87,BrandE,Laptop,73,546,Central Depot
SKU88883,Beauty,319.82,BrandE,Headphones,10,898,North Branch
SKU92114,Beauty,758.4,BrandE,Gaming Console,10,967,Central Depot
SKU39391,Sports,71.15,BrandC,Laptop,90,138,Main Warehouse
SKU90000,Beauty,117.47,BrandE,Tablet,19,440,Main Warehouse
SKU44449,Automotive,687.36,BrandB,Headphones,72,910,South Branch
SKU17407,Toys,493.68,BrandB,Headphones,100,336,Main Warehouse
SKU20918,Automotive,483.08,BrandE,Laptop,32,528,South Branch
SKU84898,Furniture,821.62,BrandD,Laptop,37,315,Main Warehouse
SKU12378,Automotive,186.68,BrandE,Desk Lamp,19,128,South Branch
SKU25887,Toys,654.77,BrandE,Smartphone,25,147,Central Depot
SKU52752,Toys,724.61,BrandE,Headphones,49,290,Secondary Warehouse
SKU32836,Beauty,936.35,BrandA,Laptop,49,628,North Branch
SKU67417,Toys,924.82,BrandE,Desk Lamp,67,989,Main Warehouse
SKU37089,Sports,700.25,BrandC,Laptop,43,896,North Branch
SKU85221,Sports,900.71,BrandD,Blender,91,212,South Branch
SKU59708,Kitchen,532.64,BrandC,Office Chair,82,650,North Branch
SKU43158,Clothing,143.88,BrandD,Desk Lamp,8,846,Main Warehouse
SKU16554,Automotive,811.85,BrandC,Gaming Console,98,167,South Branch
SKU63956,Toys,221.67,BrandD,Headphones,85,225,Main Warehouse
SKU80176,Automotive,908.51,BrandC,Wireless Earbuds,79,997,North Branch
SKU92547,Electronics,927.06,BrandE,Smartphone,65,435,South Branch
SKU77559,Electronics,363.85,BrandB,Wireless Earbuds,70,404,North Branch
SKU98326,Electronics,121.56,BrandC,Wireless Earbuds,82,704,Central Depot
SKU23896,Electronics,886.98,BrandC,Headphones,6,318,Main Warehouse
SKU55117,Sports,232.88,BrandE,Smartphone,65,512,Secondary Warehouse
SKU66885,Electronics,959.23,BrandC,Headphones,14,822,Main Warehouse
SKU34353,Furniture,714.51,BrandE,Gaming Console,94,927,Secondary Warehouse
SKU83135,Beauty,360.12,BrandB,Laptop,8,919,North Branch
SKU65357,Sports,593.28,BrandE,Wireless Earbuds,1,594,Main Warehouse
SKU90283,Kitchen,101.55,BrandA,Wireless Earbuds,16,670,Secondary Warehouse
SKU82041,Automotive,230.84,BrandA,Running Shoes,10,49,Main Warehouse
SKU80329,Electronics,941.61,BrandB,Gaming Console,71,580,South Branch
SKU47109,Sports,544.74,BrandE,Smartphone,69,21,North Branch
SKU73991,Electronics,738.49,BrandD,Running Shoes,77,385,Secondary Warehouse
SKU94895,Sports,867.44,BrandB,Laptop,99,968,Secondary Warehouse
SKU92815,Kitchen,820.67,BrandE,Laptop,91,401,Main Warehouse
SKU49671,Beauty,778.81,BrandC,Office Chair,16,539,Main Warehouse
SKU75218,Kitchen,595.91,BrandB,Desk Lamp,6,799,Central Depot
SKU27519,Furniture,706.25,BrandB,Wireless Earbuds,100,205,Central Depot
SKU62958,Kitchen,85.31,BrandA,Gaming Console,65,244,Secondary Warehouse
SKU69422,Automotive,572.17,BrandB,Gaming Console,81,181,North Branch
SKU75459,Furniture,319.38,BrandA,Blender,82,608,South Branch
SKU24230,Electronics,645.24,BrandC,Tablet,92,713,South Branch
SKU28013,Beauty,178.07,BrandC,Wireless Earbuds,29,976,South Branch
SKU82056,Automotive,80.73,BrandC,Wireless Earbuds,51,392,North Branch
SKU70464,Furniture,208.24,BrandC,Tablet,11,275,Secondary Warehouse
SKU94491,Automotive,716.39,BrandC,Laptop,97,224,North Branch
SKU16246,Electronics,154.19,BrandC,Smartphone,81,285,North Branch
SKU96339,Clothing,993.9,BrandE,Headphones,46,941,Main Warehouse
SKU37988,Electronics,259.33,BrandA,Wireless Earbuds,8,469,Secondary Warehouse
SKU67914,Electronics,320.4,BrandD,Desk Lamp,58,284,Secondary Warehouse
SKU56976,Toys,548.53,BrandC,Running Shoes,5,402,North Branch
SKU63964,Kitchen,513.82,BrandC,Laptop,23,472,North Branch
SKU11503,Kitchen,122.06,BrandC,Gaming Console,93,252,Main Warehouse
SKU28113,Electronics,904.28,BrandC,Smartphone,53,916,Secondary Warehouse
SKU67383,Furniture,809.45,BrandB,Tablet,9,409,Main Warehouse
SKU11551,Furniture,451.56,BrandD,Smartphone,36,637,South Branch
SKU32504,Clothing,781.92,BrandB,Wireless Earbuds,46,995,Secondary Warehouse
SKU25291,Kitchen,504.66,BrandE,Smartphone,45,329,Secondary Warehouse
SKU19653,Beauty,916.19,BrandE,Laptop,16,2,Secondary Warehouse
SKU59182,Clothing,377.71,BrandD,Running Shoes,34,422,South Branch
SKU41998,Furniture,527.28,BrandE,Headphones,55,127,Central Depot
SKU96440,Beauty,614.02,BrandB,Blender,85,834,South Branch
SKU21016,Electronics,905.98,BrandC,Office Chair,21,482,South Branch
SKU14866,Sports,874.29,BrandB,Wireless Earbuds,69,312,Central Depot
SKU25326,Beauty,779.25,BrandC,Office Chair,78,933,South Branch
SKU43850,Toys,580.08,BrandC,Running Shoes,17,545,Secondary Warehouse
SKU30105,Toys,845.66,BrandD,Gaming Console,39,452,North Branch
SKU55948,Clothing,474.28,BrandD,Smartphone,88,537,Central Depot
SKU35841,Furniture,869.86,BrandD,Desk Lamp,98,486,North Branch
SKU42492,Electronics,436.78,BrandE,Gaming Console,19,525,Secondary Warehouse
SKU45008,Sports,404.84,BrandA,Wireless Earbuds,90,645,Secondary Warehouse
SKU79602,Sports,36.37,BrandE,Running Shoes,55,245,North Branch
SKU83621,Kitchen,527.18,BrandE,Office Chair,81,112,North Branch
SKU63624,Furniture,849.34,BrandB,Headphones,78,724,North Branch
SKU71328,Toys,142.02,BrandD,Running Shoes,94,38,Central Depot
SKU35516,Kitchen,787.88,BrandB,Wireless Earbuds,45,361,Central Depot
SKU18235,Toys,306.28,BrandD,Wireless Earbuds,41,578,North Branch
SKU98532,Kitchen,948.83,BrandA,Office Chair,19,911,Main Warehouse
SKU97476,Automotive,892.39,BrandC,Headphones,64,190,Main Warehouse
SKU13364,Electronics,230.27,BrandE,Wireless Earbuds,58,773,Central Depot
SKU81417,Kitchen,246.31,BrandC,Headphones,23,658,North Branch
SKU85885,Toys,472.23,BrandC,Wireless Earbuds,35,433,Secondary Warehouse
SKU94040,Sports,290.5,BrandA,Office Chair,70,656,Secondary Warehouse
SKU63937,Electronics,891.41,BrandA,Desk Lamp,92,629,Secondary Warehouse
SKU69054,Kitchen,71.65,BrandC,Laptop,17,632,North Branch
SKU57878,Furniture,296.74,BrandD,Blender,89,935,North Branch
SKU10050,Automotive,450.87,BrandE,Laptop,20,207,South Branch
SKU98915,Beauty,250.54,BrandA,Smartphone,48,753,Secondary Warehouse
SKU35224,Kitchen,824.07,BrandA,Blender,63,684,North Branch
SKU75989,Kitchen,880.51,BrandA,Blender,56,778,Central Depot
SKU42280,Beauty,375.33,BrandE,Office Chair,31,526,South Branch
SKU69803,Beauty,940.64,BrandE,Headphones,87,879,North Branch
SKU58540,Furniture,383.95,BrandC,Running Shoes,45,890,Secondary Warehouse
SKU75262,Furniture,606.95,BrandA,Laptop,16,582,North Branch
SKU78254,Kitchen,136.03,BrandB,Laptop,41,519,Secondary Warehouse
SKU71594,Toys,267.09,BrandE,Desk Lamp,16,398,Main Warehouse
SKU70165,Electronics,228.23,BrandA,Desk Lamp,93,963,South Branch
SKU39364,Sports,946.41,BrandC,Running Shoes,98,832,Central Depot
SKU55526,Furniture,684.58,BrandC,Laptop,82,884,Secondary Warehouse
SKU18322,Beauty,662.45,BrandD,Gaming Console,79,288,Secondary Warehouse
SKU44771,Automotive,132.32,BrandD,Blender,98,752,Main Warehouse
SKU97329,Beauty,213.72,BrandC,Headphones,8,584,Central Depot
SKU46115,Sports,403.31,BrandB,Headphones,71,583,Secondary Warehouse
SKU61296,Electronics,807.69,BrandA,Headphones,100,370,South Branch
SKU76514,Beauty,314.05,BrandE,Laptop,74,505,Secondary Warehouse
SKU78812,Furniture,536.27,BrandE,Blender,97,313,Main Warehouse
SKU38237,Beauty,378.62,BrandD,Tablet,70,302,Main Warehouse
SKU73223,Sports,269.05,BrandE,Tablet,99,756,Central Depot
SKU60714,Clothing,583.1,BrandC,Blender,80,434,South Branch
SKU19657,Beauty,892.9,BrandC,Wireless Earbuds,51,845,South Branch
SKU93450,Clothing,83.58,BrandC,Running Shoes,21,916,South Branch
SKU17634,Beauty,381.44,BrandB,Gaming Console,94,460,Secondary Warehouse
SKU55459,Sports,552.18,BrandD,Wireless Earbuds,40,575,North Branch
SKU66283,Kitchen,257.76,BrandC,Laptop,30,947,North Branch
SKU53334,Kitchen,818.85,BrandB,Smartphone,69,477,South Branch
SKU91461,Automotive,34.67,BrandE,Office Chair,45,637,Central Depot
SKU75055,Clothing,822.66,BrandE,Headphones,66,405,North Branch
SKU67525,Automotive,633.26,BrandE,Office Chair,69,410,Secondary Warehouse
SKU34629,Kitchen,231.24,BrandD,Wireless Earbuds,26,927,Main Warehouse
SKU19080,Electronics,188.73,BrandE,Desk Lamp,39,235,Central Depot
SKU60776,Kitchen,200.17,BrandA,Laptop,80,593,South Branch
SKU23243,Kitchen,647.69,BrandD,Headphones,27,564,Main Warehouse
SKU62955,Kitchen,689.11,BrandA,Office Chair,78,532,Main Warehouse
SKU15292,Toys,893.96,BrandC,Desk Lamp,95,148,Secondary Warehouse
SKU17335,Furniture,131.54,BrandC,Smartphone,5,613,Central Depot
SKU29617,Electronics,949.65,BrandA,Headphones,32,337,Central Depot
SKU25865,Electronics,149.8,BrandB,Headphones,74,602,Secondary Warehouse
SKU91359,Automotive,462.26,BrandB,Tablet,86,817,North Branch
SKU56492,Automotive,97.16,BrandA,Desk Lamp,84,912,Central Depot
SKU75219,Automotive,451.52,BrandC,Smartphone,16,400,Central Depot
SKU47292,Sports,246.87,BrandA,Gaming Console,16,459,Main Warehouse
SKU69238,Toys,20.77,BrandD,Office Chair,44,518,South Branch
SKU99265,Electronics,837.56,BrandB,Gaming Console,69,714,Main Warehouse
SKU19160,Toys,236.85,BrandD,Laptop,25,908,South Branch
SKU82612,Electronics,985.52,BrandA,Headphones,67,13,South Branch
SKU74787,Clothing,663.78,BrandA,Gaming Console,21,569,Secondary Warehouse
SKU60822,Electronics,972.98,BrandA,Running Shoes,19,273,South Branch
SKU38481,Sports,531.93,BrandD,Smartphone,72,632,North Branch
SKU83164,Automotive,378.46,BrandC,Headphones,15,163,Secondary Warehouse
SKU12302,Kitchen,522,BrandA,Tablet,56,413,North Branch
SKU83190,Toys,621.08,BrandC,Running Shoes,21,630,Central Depot
SKU76236,Toys,417.26,BrandC,Blender,55,570,North Branch
SKU39267,Beauty,970.83,BrandE,Blender,14,854,Main Warehouse
SKU23762,Clothing,306.63,BrandA,Office Chair,30,526,North Branch
SKU61890,Beauty,491.95,BrandE,Smartphone,12,702,Central Depot
SKU30180,Clothing,846.56,BrandB,Running Shoes,37,7,Secondary Warehouse
SKU19801,Kitchen,919.72,BrandB,Gaming Console,77,770,Main Warehouse
SKU32828,Toys,683.95,BrandC,Blender,56,271,Central Depot
SKU25087,Sports,793.32,BrandA,Smartphone,73,480,Central Depot
SKU46966,Electronics,151.3,BrandC,Blender,50,623,Central Depot
SKU62262,Automotive,685.61,BrandD,Running Shoes,98,184,North Branch
SKU23994,Kitchen,991.94,BrandE,Desk Lamp,11,690,Secondary Warehouse
SKU34692,Automotive,46.19,BrandE,Blender,42,241,Central Depot
SKU22236,Beauty,189.27,BrandE,Gaming Console,52,989,North Branch
SKU49521,Toys,588.19,BrandB,Office Chair,40,574,Central Depot
SKU30264,Clothing,473,BrandE,Wireless Earbuds,65,254,Main Warehouse
SKU61395,Kitchen,827.27,BrandA,Desk Lamp,87,501,Secondary Warehouse
SKU75531,Beauty,585.47,BrandE,Running Shoes,39,518,Main Warehouse
SKU71410,Kitchen,800.63,BrandA,Laptop,69,294,Central Depot
SKU92225,Clothing,775.21,BrandA,Headphones,29,386,Central Depot
SKU92621,Electronics,336.73,BrandA,Headphones,84,528,Secondary Warehouse
SKU81695,Toys,133.11,BrandB,Gaming Console,16,621,Main Warehouse
SKU18067,Sports,194,BrandD,Wireless Earbuds,62,415,South Branch
SKU52527,Clothing,126.22,BrandC,Tablet,81,709,North Branch
SKU21538,Beauty,836.39,BrandD,Desk Lamp,43,346,Secondary Warehouse
SKU34620,Furniture,234.27,BrandE,Laptop,75,120,Secondary Warehouse
SKU50669,Automotive,132.29,BrandD,Blender,92,495,South Branch
SKU35708,Clothing,852.73,BrandD,Smartphone,11,32,Main Warehouse
SKU52455,Automotive,110.99,BrandC,Office Chair,8,653,North Branch
SKU18861,Beauty,598.66,BrandE,Smartphone,67,467,South Branch
SKU81732,Electronics,825.04,BrandB,Desk Lamp,50,882,Secondary Warehouse
SKU53222,Electronics,847.91,BrandE,Desk Lamp,31,362,Secondary Warehouse
SKU20218,Automotive,98.58,BrandA,Desk Lamp,27,505,South Branch
SKU99726,Automotive,260.38,BrandE,Wireless Earbuds,18,577,Central Depot
SKU99419,Clothing,91.85,BrandE,Running Shoes,99,724,Secondary Warehouse
SKU13496,Kitchen,405.12,BrandA,Office Chair,47,271,South Branch
SKU56698,Toys,768.68,BrandD,Tablet,21,533,Central Depot
SKU84763,Clothing,346.41,BrandA,Office Chair,71,757,North Branch
SKU24343,Toys,805.74,BrandE,Laptop,4,47,Main Warehouse
SKU90882,Automotive,162.56,BrandB,Tablet,47,441,North Branch
SKU74426,Automotive,882.01,BrandA,Smartphone,98,509,Main Warehouse
SKU67448,Kitchen,53.92,BrandA,Tablet,36,524,North Branch
SKU88080,Electronics,557.19,BrandE,Wireless Earbuds,8,634,Central Depot
SKU16159,Beauty,963.24,BrandB,Office Chair,60,501,Secondary Warehouse
SKU86970,Beauty,87.12,BrandA,Smartphone,8,412,Main Warehouse
SKU79034,Beauty,18.49,BrandB,Blender,15,924,Secondary Warehouse
SKU64764,Automotive,453.74,BrandB,Running Shoes,90,784,Main Warehouse
SKU28173,Sports,173.47,BrandB,Headphones,63,374,Secondary Warehouse
SKU21629,Furniture,374.75,BrandD,Desk Lamp,96,760,South Branch
SKU20348,Clothing,925.43,BrandA,Gaming Console,5,379,Secondary Warehouse
SKU97558,Automotive,419.7,BrandA,Headphones,6,492,Central Depot
SKU12327,Sports,138.94,BrandE,Desk Lamp,55,175,Secondary Warehouse
SKU97219,Kitchen,270.18,BrandB,Wireless Earbuds,19,706,Central Depot
SKU44715,Toys,753.75,BrandE,Laptop,100,449,South Branch
SKU85146,Clothing,235.19,BrandD,Running Shoes,45,654,South Branch
SKU14511,Electronics,974.17,BrandA,Running Shoes,52,211,South Branch
SKU76525,Toys,765.75,BrandD,Office Chair,93,496,Secondary Warehouse
SKU26677,Furniture,915.79,BrandB,Running Shoes,70,83,Central Depot
SKU83238,Toys,730.65,BrandA,Laptop,94,365,Central Depot
SKU30552,Toys,444.6,BrandE,Desk Lamp,82,415,South Branch
SKU38454,Kitchen,672.7,BrandA,Running Shoes,86,211,Central Depot
SKU98661,Sports,403.07,BrandD,Smartphone,20,282,Main Warehouse
SKU91974,Toys,616.38,BrandE,Headphones,1,464,Secondary Warehouse
SKU60808,Automotive,231.93,BrandC,Running Shoes,5,64,Main Warehouse
SKU95877,Sports,190.65,BrandE,Tablet,32,969,North Branch
SKU55532,Kitchen,557.94,BrandB,Gaming Console,34,636,North Branch
SKU53465,Beauty,218.87,BrandD,Tablet,19,352,Secondary Warehouse
SKU30268,Kitchen,301.38,BrandB,Running Shoes,88,304,Central Depot
SKU31642,Electronics,137.1,BrandC,Wireless Earbuds,37,805,Main Warehouse
SKU14134,Toys,22.79,BrandB,Office Chair,34,155,Secondary Warehouse
SKU76730,Furniture,387.35,BrandB,Gaming Console,29,595,Secondary Warehouse
SKU67602,Toys,928.02,BrandB,Running Shoes,47,342,North Branch
SKU40847,Toys,169.25,BrandC,Office Chair,33,12,North Branch
SKU41500,Kitchen,344.38,BrandD,Wireless Earbuds,39,200,North Branch
SKU73911,Kitchen,800.48,BrandC,Smartphone,94,113,South Branch
SKU18199,Beauty,17.18,BrandD,Laptop,22,601,South Branch
SKU73799,Clothing,712.38,BrandA,Tablet,1,64,Main Warehouse
SKU89203,Sports,192.38,BrandC,Running Shoes,88,531,Secondary Warehouse
SKU85165,Furniture,167.4,BrandE,Tablet,24,869,Main Warehouse
SKU73580,Beauty,903.69,BrandD,Tablet,93,558,North Branch
SKU16551,Automotive,936.95,BrandE,Blender,49,379,Main Warehouse
SKU58753,Automotive,809.36,BrandA,Gaming Console,11,816,Central Depot
SKU42926,Furniture,975.21,BrandC,Blender,95,65,South Branch
SKU18081,Beauty,525.66,BrandB,Headphones,51,86,South Branch
SKU60041,Electronics,13.43,BrandA,Tablet,60,785,South Branch
SKU40851,Furniture,782.22,BrandE,Office Chair,81,950,North Branch
SKU28832,Clothing,216.38,BrandC,Headphones,58,863,Secondary Warehouse
SKU83667,Furniture,416.42,BrandE,Blender,80,549,Main Warehouse
SKU12463,Kitchen,684.88,BrandD,Headphones,43,758,Main Warehouse
SKU13524,Kitchen,452.35,BrandC,Laptop,45,658,South Branch
SKU45964,Sports,485.89,BrandA,Desk Lamp,84,980,Central Depot
SKU32431,Sports,423.15,BrandD,Tablet,14,255,Secondary Warehouse
SKU85918,Furniture,881.85,BrandB,Desk Lamp,46,509,Central Depot
SKU24540,Beauty,492.51,BrandC,Gaming Console,8,143,Main Warehouse
SKU83248,Automotive,129.25,BrandD,Running Shoes,8,685,North Branch
SKU13862,Clothing,188.92,BrandD,Smartphone,33,808,Central Depot
SKU13576,Automotive,331.11,BrandE,Wireless Earbuds,66,166,North Branch
SKU63615,Clothing,279.49,BrandE,Office Chair,49,561,Main Warehouse
SKU59375,Beauty,437.43,BrandA,Tablet,65,721,North Branch
SKU56774,Toys,295,BrandA,Blender,49,156,North Branch
SKU28909,Clothing,78.38,BrandC,Office Chair,97,556,Central Depot
SKU68817,Electronics,803.84,BrandC,Tablet,44,318,North Branch
SKU57505,Kitchen,830.05,BrandD,Wireless Earbuds,42,332,Secondary Warehouse
SKU24530,Toys,36.8,BrandD,Office Chair,23,523,Main Warehouse
SKU51257,Automotive,48.12,BrandE,Wireless Earbuds,73,406,North Branch
SKU85203,Furniture,616.71,BrandA,Wireless Earbuds,100,206,Central Depot
SKU40314,Electronics,305.1,BrandB,Tablet,47,741,North Branch
SKU26892,Toys,540.88,BrandD,Headphones,34,839,Central Depot
SKU71079,Electronics,537.57,BrandD,Office Chair,99,135,Central Depot
SKU94129,Clothing,508.75,BrandE,Smartphone,31,871,Secondary Warehouse
SKU47415,Sports,181.36,BrandD,Gaming Console,56,355,Main Warehouse
SKU89913,Furniture,937.46,BrandA,Office Chair,47,999,North Branch
SKU36709,Beauty,134.38,BrandD,Blender,53,592,Secondary Warehouse
SKU46674,Beauty,724.41,BrandB,Tablet,62,143,Secondary Warehouse
SKU46809,Sports,346.73,BrandE,Wireless Earbuds,22,100,Secondary Warehouse
SKU68283,Toys,103.54,BrandB,Desk Lamp,69,492,North Branch
SKU33897,Clothing,327.08,BrandD,Office Chair,95,777,Main Warehouse
SKU95054,Electronics,661.47,BrandD,Tablet,3,551,Secondary Warehouse
SKU73800,Toys,997.6,BrandB,Headphones,13,526,North Branch
SKU83875,Kitchen,658.13,BrandD,Blender,53,829,North Branch
SKU57767,Clothing,588.5,BrandE,Desk Lamp,35,745,Central Depot
SKU76572,Toys,644.82,BrandC,Headphones,48,224,South Branch
SKU57946,Toys,26.34,BrandB,Running Shoes,98,479,Main Warehouse
SKU17518,Kitchen,496.81,BrandC,Gaming Console,83,905,North Branch
SKU47570,Toys,105.39,BrandC,Smartphone,98,530,South Branch
SKU94729,Toys,280.66,BrandB,Gaming Console,61,107,South Branch
SKU34123,Toys,404.33,BrandD,Wireless Earbuds,22,101,Main Warehouse
SKU40426,Furniture,379.18,BrandA,Desk Lamp,99,673,South Branch
SKU65795,Beauty,552.21,BrandD,Wireless Earbuds,27,9,Central Depot
SKU65938,Clothing,67.39,BrandD,Smartphone,53,317,Main Warehouse
SKU67587,Automotive,954.77,BrandE,Running Shoes,7,476,North Branch
SKU24523,Clothing,488.15,BrandA,Running Shoes,6,529,Secondary Warehouse
SKU52852,Kitchen,250.93,BrandE,Gaming Console,12,575,Central Depot
SKU80257,Kitchen,735.77,BrandB,Tablet,76,554,Secondary Warehouse
SKU33679,Kitchen,934.92,BrandB,Desk Lamp,61,6,Main Warehouse
SKU85005,Kitchen,189.52,BrandE,Desk Lamp,37,877,South Branch
SKU15695,Clothing,236.99,BrandE,Office Chair,76,880,Central Depot
SKU68255,Furniture,583.51,BrandC,Blender,92,999,South Branch
SKU57618,Automotive,417.08,BrandD,Laptop,17,969,Secondary Warehouse
SKU59637,Beauty,614.22,BrandA,Tablet,64,765,Main Warehouse
SKU42758,Beauty,414,BrandC,Smartphone,54,266,Main Warehouse
SKU16334,Furniture,202.43,BrandE,Laptop,57,607,Secondary Warehouse
SKU42710,Toys,355.38,BrandC,Tablet,24,493,Secondary Warehouse
SKU78623,Toys,112.13,BrandA,Office Chair,19,836,South Branch
SKU66385,Electronics,225.18,BrandC,Desk Lamp,51,87,Central Depot
SKU20322,Automotive,907.25,BrandD,Gaming Console,5,234,Secondary Warehouse
SKU79568,Electronics,909.49,BrandC,Running Shoes,72,751,South Branch
SKU80820,Electronics,603.48,BrandD,Blender,42,336,Central Depot
SKU77023,Automotive,334.97,BrandE,Tablet,28,135,North Branch
SKU94097,Kitchen,832.23,BrandD,Smartphone,81,334,Secondary Warehouse
SKU76490,Electronics,541.28,BrandD,Headphones,92,46,Central Depot
SKU53947,Furniture,195.18,BrandE,Wireless Earbuds,67,154,North Branch
SKU34745,Toys,934.41,BrandA,Blender,69,875,North Branch
SKU49456,Automotive,786.33,BrandC,Tablet,81,615,Main Warehouse
SKU39321,Beauty,116.28,BrandD,Running Shoes,2,53,Central Depot
SKU64537,Automotive,238.78,BrandE,Desk Lamp,99,381,Central Depot
SKU31370,Toys,836.85,BrandE,Desk Lamp,6,402,Main Warehouse
SKU59343,Furniture,970.52,BrandD,Tablet,39,719,South Branch
SKU54033,Kitchen,26.04,BrandE,Blender,53,670,Main Warehouse
SKU33778,Toys,289.68,BrandE,Laptop,46,557,Main Warehouse
SKU42720,Beauty,994.29,BrandC,Tablet,40,941,North Branch
SKU81021,Sports,262.28,BrandE,Tablet,8,457,North Branch
SKU86414,Clothing,136.04,BrandB,Tablet,70,815,Main Warehouse
SKU51172,Clothing,452.67,BrandE,Headphones,27,410,Main Warehouse
SKU61782,Clothing,198.32,BrandE,Smartphone,87,751,North Branch
SKU87536,Clothing,748.12,BrandA,Desk Lamp,17,616,Secondary Warehouse
SKU72057,Electronics,908.96,BrandD,Running Shoes,45,126,Central Depot
SKU26006,Electronics,59.03,BrandC,Tablet,37,139,Central Depot
SKU91654,Beauty,113.27,BrandD,Headphones,75,200,South Branch
SKU41284,Kitchen,145.59,BrandD,Gaming Console,34,153,Main Warehouse
SKU80033,Toys,827.16,BrandE,Smartphone,38,321,North Branch
SKU13204,Automotive,311.16,BrandA,Smartphone,99,554,Main Warehouse
SKU15845,Beauty,880.92,BrandA,Smartphone,33,786,North Branch
SKU87360,Clothing,196,BrandA,Blender,20,249,South Branch
SKU45670,Beauty,35.3,BrandB,Tablet,14,700,North Branch
SKU71384,Beauty,989.43,BrandA,Headphones,42,104,Main Warehouse
SKU27998,Furniture,660.72,BrandC,Blender,6,140,North Branch
SKU18605,Sports,378.86,BrandB,Desk Lamp,70,760,Central Depot
SKU53958,Automotive,394.45,BrandE,Running Shoes,90,326,Secondary Warehouse
SKU92868,Beauty,986.03,BrandB,Laptop,7,153,South Branch
SKU85203,Beauty,496.44,BrandB,Tablet,84,958,Secondary Warehouse
SKU68096,Beauty,467.76,BrandE,Smartphone,46,657,Main Warehouse
SKU42674,Automotive,471.35,BrandC,Smartphone,21,992,North Branch
SKU19104,Kitchen,239.55,BrandE,Smartphone,21,54,Secondary Warehouse
SKU24042,Toys,128.73,BrandC,Desk Lamp,67,596,Central Depot
SKU52648,Sports,746.19,BrandC,Laptop,77,677,North Branch
SKU47561,Toys,330.53,BrandC,Smartphone,28,964,North Branch
SKU54807,Clothing,820.76,BrandE,Office Chair,100,866,Main Warehouse
SKU63633,Toys,736.14,BrandE,Gaming Console,88,731,Main Warehouse
SKU81227,Sports,193.39,BrandA,Blender,25,240,Secondary Warehouse
SKU96448,Sports,496.25,BrandE,Headphones,13,467,South Branch
SKU35591,Beauty,898.38,BrandD,Running Shoes,30,179,North Branch
SKU18420,Clothing,10.1,BrandE,Laptop,77,148,Central Depot
SKU93873,Beauty,392.89,BrandB,Running Shoes,28,988,North Branch
SKU36854,Toys,160.76,BrandC,Office Chair,25,720,North Branch
SKU77521,Kitchen,673.51,BrandC,Tablet,25,15,North Branch
