id,key,value
35344,MembershipLevel,Gold
35345,MembershipLevel,Platinum
35346,DiscountApplied,40%
35347,MembershipLevel,Bronze
35348,MembershipLevel,Platinum
35349,DiscountApplied,10%
35350,DiscountApplied,20%
35351,PriorityCustomer,Yes
35352,PriorityCustomer,Yes
35353,DiscountApplied,30%
35354,SpecialOffer,SummerSale2024
35355,SpecialOffer,WinterSale2024
35356,MembershipLevel,Silver
35357,PriorityCustomer,No
35358,SpecialOffer,WinterSale2024
35359,MembershipLevel,Gold
35360,DiscountApplied,10%
35361,PriorityCustomer,No
35362,PriorityCustomer,No
35363,DiscountApplied,10%
35364,PriorityCustomer,Yes
35365,PriorityCustomer,Yes
35366,PriorityCustomer,Yes
35367,DiscountApplied,20%
35368,MembershipLevel,Platinum
35369,SpecialOffer,SpringSale2024
35370,SpecialOffer,WinterSale2024
35371,PriorityCustomer,No
35372,SpecialOffer,SummerSale2024
35373,MembershipLevel,Bronze
35374,PriorityCustomer,Yes
35375,PriorityCustomer,No
35376,SpecialOffer,WinterSale2024
35377,SpecialOffer,SpringSale2024
35378,DiscountApplied,20%
35379,DiscountApplied,10%
35380,SpecialOffer,WinterSale2024
35381,SpecialOffer,WinterSale2024
35382,DiscountApplied,40%
35383,MembershipLevel,Gold
35384,SpecialOffer,HolidaySale2024
35385,PriorityCustomer,No
35386,SpecialOffer,SpringSale2024
35387,MembershipLevel,Platinum
35388,MembershipLevel,Silver
35389,SpecialOffer,WinterSale2024
35390,SpecialOffer,SummerSale2024
35391,SpecialOffer,SummerSale2024
35392,SpecialOffer,SpringSale2024
35393,PriorityCustomer,Yes
35394,SpecialOffer,HolidaySale2024
35395,PriorityCustomer,Yes
35396,MembershipLevel,Platinum
35397,SpecialOffer,SummerSale2024
35398,PriorityCustomer,No
35399,DiscountApplied,30%
35400,MembershipLevel,Platinum
35401,DiscountApplied,10%
35402,DiscountApplied,20%
35403,PriorityCustomer,No
35404,DiscountApplied,40%
35405,PriorityCustomer,Yes
35406,PriorityCustomer,Yes
35407,SpecialOffer,SpringSale2024
35408,MembershipLevel,Gold
35409,MembershipLevel,Gold
35410,PriorityCustomer,No
35411,MembershipLevel,Platinum
35412,DiscountApplied,10%
35413,PriorityCustomer,Yes
35414,PriorityCustomer,Yes
35415,SpecialOffer,HolidaySale2024
35416,PriorityCustomer,Yes
35417,DiscountApplied,10%
35418,MembershipLevel,Bronze
35419,MembershipLevel,Gold
35420,MembershipLevel,Platinum
35421,PriorityCustomer,Yes
35422,SpecialOffer,SummerSale2024
35423,SpecialOffer,SummerSale2024
35424,PriorityCustomer,Yes
35425,DiscountApplied,40%
35426,MembershipLevel,Silver
35427,MembershipLevel,Silver
35428,PriorityCustomer,No
35429,SpecialOffer,HolidaySale2024
35430,PriorityCustomer,No
35431,MembershipLevel,Silver
35432,MembershipLevel,Platinum
35433,DiscountApplied,20%
35434,PriorityCustomer,No
35435,SpecialOffer,SpringSale2024
35436,SpecialOffer,WinterSale2024
35437,MembershipLevel,Platinum
35438,MembershipLevel,Silver
35439,DiscountApplied,10%
35440,PriorityCustomer,Yes
35441,MembershipLevel,Silver
35442,DiscountApplied,10%
35443,SpecialOffer,SummerSale2024
35444,PriorityCustomer,Yes
35445,MembershipLevel,Platinum
35446,MembershipLevel,Platinum
35447,SpecialOffer,SpringSale2024
35448,MembershipLevel,Bronze
35449,MembershipLevel,Platinum
35450,DiscountApplied,20%
35451,DiscountApplied,10%
35452,PriorityCustomer,No
35453,SpecialOffer,WinterSale2024
35454,SpecialOffer,SpringSale2024
35455,DiscountApplied,30%
35456,PriorityCustomer,Yes
35457,MembershipLevel,Silver
35458,SpecialOffer,WinterSale2024
35459,MembershipLevel,Platinum
35460,PriorityCustomer,Yes
35461,DiscountApplied,10%
35462,PriorityCustomer,Yes
35463,SpecialOffer,SummerSale2024
35464,MembershipLevel,Gold
35465,MembershipLevel,Silver
35466,PriorityCustomer,No
35467,PriorityCustomer,No
35468,PriorityCustomer,Yes
35469,PriorityCustomer,No
35470,PriorityCustomer,Yes
35471,PriorityCustomer,No
35472,DiscountApplied,30%
35473,MembershipLevel,Silver
35474,PriorityCustomer,No
35475,PriorityCustomer,Yes
35476,SpecialOffer,HolidaySale2024
35477,SpecialOffer,HolidaySale2024
35478,SpecialOffer,WinterSale2024
35479,DiscountApplied,20%
35480,PriorityCustomer,Yes
35481,PriorityCustomer,No
35482,PriorityCustomer,Yes
35483,PriorityCustomer,Yes
35484,MembershipLevel,Bronze
35485,DiscountApplied,10%
35486,MembershipLevel,Bronze
35487,PriorityCustomer,Yes
35488,DiscountApplied,10%
35489,DiscountApplied,30%
35490,PriorityCustomer,No
35491,PriorityCustomer,No
35492,MembershipLevel,Gold
35493,SpecialOffer,HolidaySale2024
35494,SpecialOffer,SpringSale2024
35495,SpecialOffer,WinterSale2024
35496,DiscountApplied,20%
35497,DiscountApplied,20%
35498,SpecialOffer,SpringSale2024
35499,MembershipLevel,Bronze
35500,DiscountApplied,10%
35501,PriorityCustomer,No
35502,SpecialOffer,SummerSale2024
35503,MembershipLevel,Gold
35504,MembershipLevel,Silver
35505,PriorityCustomer,No
35506,SpecialOffer,SummerSale2024
35507,MembershipLevel,Silver
35508,PriorityCustomer,No
35509,PriorityCustomer,Yes
35510,MembershipLevel,Silver
35511,MembershipLevel,Gold
35512,SpecialOffer,SpringSale2024
35513,DiscountApplied,10%
35514,PriorityCustomer,No
35515,DiscountApplied,20%
35516,DiscountApplied,30%
35517,SpecialOffer,WinterSale2024
35518,MembershipLevel,Silver
35519,MembershipLevel,Gold
35520,MembershipLevel,Silver
35521,DiscountApplied,20%
35522,PriorityCustomer,Yes
35523,DiscountApplied,30%
35524,DiscountApplied,30%
35525,DiscountApplied,40%
35526,DiscountApplied,10%
35527,SpecialOffer,HolidaySale2024
35528,MembershipLevel,Gold
35529,DiscountApplied,40%
35530,MembershipLevel,Gold
35531,SpecialOffer,WinterSale2024
35532,DiscountApplied,30%
35533,SpecialOffer,HolidaySale2024
35534,MembershipLevel,Silver
35535,PriorityCustomer,No
35536,PriorityCustomer,No
35537,SpecialOffer,HolidaySale2024
35538,DiscountApplied,20%
35539,SpecialOffer,SummerSale2024
35540,DiscountApplied,30%
35541,SpecialOffer,SummerSale2024
35542,DiscountApplied,40%
35543,MembershipLevel,Silver
35544,PriorityCustomer,Yes
35545,SpecialOffer,WinterSale2024
35546,MembershipLevel,Platinum
35547,SpecialOffer,SummerSale2024
35548,DiscountApplied,30%
35549,SpecialOffer,SummerSale2024
35550,MembershipLevel,Platinum
35551,PriorityCustomer,Yes
35552,DiscountApplied,30%
35553,DiscountApplied,10%
35554,MembershipLevel,Silver
35555,SpecialOffer,WinterSale2024
35556,SpecialOffer,HolidaySale2024
35557,SpecialOffer,SummerSale2024
35558,SpecialOffer,HolidaySale2024
35559,SpecialOffer,SpringSale2024
35560,MembershipLevel,Platinum
35561,MembershipLevel,Bronze
35562,PriorityCustomer,Yes
35563,PriorityCustomer,No
35564,PriorityCustomer,Yes
35565,DiscountApplied,30%
35566,DiscountApplied,10%
35567,SpecialOffer,SpringSale2024
35568,MembershipLevel,Bronze
35569,MembershipLevel,Silver
35570,MembershipLevel,Gold
35571,SpecialOffer,HolidaySale2024
35572,PriorityCustomer,Yes
35573,SpecialOffer,WinterSale2024
35574,MembershipLevel,Bronze
35575,DiscountApplied,10%
35576,SpecialOffer,SummerSale2024
35577,DiscountApplied,20%
35578,DiscountApplied,30%
35579,DiscountApplied,40%
35580,SpecialOffer,HolidaySale2024
35581,PriorityCustomer,No
35582,DiscountApplied,20%
35583,SpecialOffer,SpringSale2024
35584,PriorityCustomer,Yes
35585,PriorityCustomer,No
35586,PriorityCustomer,Yes
35587,DiscountApplied,20%
35588,MembershipLevel,Gold
35589,DiscountApplied,10%
35590,PriorityCustomer,No
35591,DiscountApplied,30%
35592,PriorityCustomer,No
35593,DiscountApplied,10%
35594,DiscountApplied,30%
35595,MembershipLevel,Platinum
35596,DiscountApplied,30%
35597,DiscountApplied,10%
35598,MembershipLevel,Bronze
35599,DiscountApplied,20%
35600,DiscountApplied,40%
35601,SpecialOffer,SpringSale2024
35602,PriorityCustomer,Yes
35603,DiscountApplied,20%
35604,SpecialOffer,WinterSale2024
35605,MembershipLevel,Gold
35606,DiscountApplied,10%
35607,MembershipLevel,Platinum
35608,MembershipLevel,Gold
35609,DiscountApplied,30%
35610,SpecialOffer,SummerSale2024
35611,DiscountApplied,20%
35612,PriorityCustomer,Yes
35613,SpecialOffer,SpringSale2024
35614,PriorityCustomer,No
35615,SpecialOffer,WinterSale2024
35616,SpecialOffer,SummerSale2024
35617,SpecialOffer,SpringSale2024
35618,PriorityCustomer,No
35619,DiscountApplied,10%
35620,SpecialOffer,HolidaySale2024
35621,DiscountApplied,10%
35622,DiscountApplied,10%
35623,MembershipLevel,Platinum
35624,PriorityCustomer,Yes
35625,DiscountApplied,10%
35626,SpecialOffer,HolidaySale2024
35627,DiscountApplied,40%
35628,MembershipLevel,Silver
35629,DiscountApplied,10%
35630,MembershipLevel,Bronze
35631,SpecialOffer,HolidaySale2024
35632,PriorityCustomer,No
35633,DiscountApplied,40%
35634,SpecialOffer,SummerSale2024
35635,DiscountApplied,30%
35636,MembershipLevel,Gold
35637,MembershipLevel,Silver
35638,DiscountApplied,20%
35639,DiscountApplied,40%
35640,DiscountApplied,30%
35641,MembershipLevel,Platinum
35642,SpecialOffer,HolidaySale2024
35643,MembershipLevel,Gold
35644,PriorityCustomer,No
35645,MembershipLevel,Silver
35646,DiscountApplied,40%
35647,PriorityCustomer,No
35648,MembershipLevel,Platinum
35649,DiscountApplied,20%
35650,MembershipLevel,Platinum
35651,SpecialOffer,WinterSale2024
35652,DiscountApplied,30%
35653,MembershipLevel,Silver
35654,DiscountApplied,40%
35655,DiscountApplied,20%
35656,PriorityCustomer,No
35657,MembershipLevel,Bronze
35658,DiscountApplied,20%
35659,DiscountApplied,20%
35660,DiscountApplied,30%
35661,MembershipLevel,Platinum
35662,PriorityCustomer,No
35663,MembershipLevel,Platinum
35664,DiscountApplied,20%
35665,DiscountApplied,30%
35666,MembershipLevel,Bronze
35667,MembershipLevel,Platinum
35668,MembershipLevel,Silver
35669,SpecialOffer,SummerSale2024
35670,DiscountApplied,20%
35671,SpecialOffer,SpringSale2024
35672,MembershipLevel,Gold
35673,MembershipLevel,Silver
35674,PriorityCustomer,No
35675,MembershipLevel,Bronze
35676,MembershipLevel,Silver
35677,DiscountApplied,40%
35678,SpecialOffer,WinterSale2024
35679,DiscountApplied,20%
35680,MembershipLevel,Bronze
35681,MembershipLevel,Gold
35682,SpecialOffer,WinterSale2024
35683,MembershipLevel,Platinum
35684,MembershipLevel,Gold
35685,SpecialOffer,WinterSale2024
35686,SpecialOffer,WinterSale2024
35687,PriorityCustomer,No
35688,PriorityCustomer,No
35689,PriorityCustomer,Yes
35690,SpecialOffer,SummerSale2024
35691,DiscountApplied,40%
35692,SpecialOffer,HolidaySale2024
35693,MembershipLevel,Platinum
35694,PriorityCustomer,No
35695,DiscountApplied,40%
35696,SpecialOffer,WinterSale2024
35697,PriorityCustomer,No
35698,SpecialOffer,SummerSale2024
35699,DiscountApplied,10%
35700,MembershipLevel,Gold
35701,DiscountApplied,30%
35702,DiscountApplied,40%
35703,SpecialOffer,HolidaySale2024
35704,DiscountApplied,20%
35705,PriorityCustomer,No
35706,SpecialOffer,HolidaySale2024
35707,MembershipLevel,Platinum
35708,SpecialOffer,HolidaySale2024
35709,PriorityCustomer,No
35710,DiscountApplied,30%
35711,DiscountApplied,20%
35712,MembershipLevel,Bronze
35713,MembershipLevel,Bronze
35714,PriorityCustomer,No
35715,PriorityCustomer,Yes
35716,SpecialOffer,SpringSale2024
35717,SpecialOffer,SummerSale2024
35718,PriorityCustomer,Yes
35719,MembershipLevel,Silver
35720,DiscountApplied,40%
35721,MembershipLevel,Platinum
35722,MembershipLevel,Platinum
35723,PriorityCustomer,Yes
35724,DiscountApplied,30%
35725,DiscountApplied,40%
35726,PriorityCustomer,Yes
35727,PriorityCustomer,Yes
35728,MembershipLevel,Bronze
35729,DiscountApplied,20%
35730,MembershipLevel,Platinum
35731,MembershipLevel,Platinum
35732,PriorityCustomer,No
35733,PriorityCustomer,Yes
35734,MembershipLevel,Silver
35735,MembershipLevel,Bronze
35736,SpecialOffer,SpringSale2024
35737,DiscountApplied,20%
35738,DiscountApplied,10%
35739,DiscountApplied,40%
35740,DiscountApplied,40%
35741,SpecialOffer,WinterSale2024
35742,DiscountApplied,40%
35743,PriorityCustomer,No
35744,MembershipLevel,Silver
35745,SpecialOffer,SummerSale2024
35746,PriorityCustomer,No
35747,MembershipLevel,Gold
35748,MembershipLevel,Silver
35749,MembershipLevel,Silver
35750,PriorityCustomer,No
35751,DiscountApplied,20%
35752,DiscountApplied,40%
35753,PriorityCustomer,No
35754,PriorityCustomer,Yes
35755,DiscountApplied,30%
35756,MembershipLevel,Silver
35757,SpecialOffer,SpringSale2024
35758,MembershipLevel,Gold
35759,MembershipLevel,Gold
35760,DiscountApplied,30%
35761,MembershipLevel,Platinum
35762,SpecialOffer,HolidaySale2024
35763,DiscountApplied,30%
35764,PriorityCustomer,Yes
35765,DiscountApplied,10%
35766,DiscountApplied,30%
35767,SpecialOffer,WinterSale2024
35768,SpecialOffer,SummerSale2024
35769,PriorityCustomer,No
35770,SpecialOffer,SummerSale2024
35771,DiscountApplied,30%
35772,MembershipLevel,Platinum
35773,PriorityCustomer,Yes
35774,MembershipLevel,Platinum
35775,MembershipLevel,Bronze
35776,PriorityCustomer,No
35777,DiscountApplied,20%
35778,MembershipLevel,Platinum
35779,PriorityCustomer,No
35780,MembershipLevel,Silver
35781,PriorityCustomer,Yes
35782,DiscountApplied,40%
35783,PriorityCustomer,Yes
35784,PriorityCustomer,No
35785,SpecialOffer,SummerSale2024
35786,DiscountApplied,10%
35787,MembershipLevel,Gold
35788,DiscountApplied,10%
35789,SpecialOffer,WinterSale2024
35790,SpecialOffer,SummerSale2024
35791,MembershipLevel,Platinum
35792,SpecialOffer,SpringSale2024
35793,SpecialOffer,HolidaySale2024
35794,DiscountApplied,40%
35795,MembershipLevel,Gold
35796,DiscountApplied,30%
35797,DiscountApplied,40%
35798,PriorityCustomer,No
35799,DiscountApplied,10%
35800,PriorityCustomer,Yes
35801,PriorityCustomer,No
35802,MembershipLevel,Platinum
35803,PriorityCustomer,Yes
35804,MembershipLevel,Gold
35805,SpecialOffer,SummerSale2024
35806,MembershipLevel,Silver
35807,PriorityCustomer,No
35808,MembershipLevel,Bronze
35809,MembershipLevel,Silver
35810,DiscountApplied,30%
35811,PriorityCustomer,Yes
35812,PriorityCustomer,Yes
35813,PriorityCustomer,No
35814,DiscountApplied,20%
35815,SpecialOffer,SummerSale2024
35816,PriorityCustomer,No
35817,DiscountApplied,40%
35818,SpecialOffer,SummerSale2024
35819,MembershipLevel,Silver
35820,MembershipLevel,Gold
35821,SpecialOffer,SummerSale2024
35822,SpecialOffer,WinterSale2024
35823,DiscountApplied,20%
35824,SpecialOffer,HolidaySale2024
35825,DiscountApplied,10%
35826,SpecialOffer,HolidaySale2024
35827,PriorityCustomer,No
35828,PriorityCustomer,No
35829,SpecialOffer,SpringSale2024
35830,SpecialOffer,SummerSale2024
35831,MembershipLevel,Bronze
35832,SpecialOffer,SpringSale2024
35833,DiscountApplied,30%
35834,SpecialOffer,WinterSale2024
35835,MembershipLevel,Silver
35836,MembershipLevel,Platinum
35837,MembershipLevel,Gold
35838,MembershipLevel,Silver
35839,MembershipLevel,Gold
35840,DiscountApplied,10%
35841,MembershipLevel,Gold
35842,SpecialOffer,WinterSale2024
35843,PriorityCustomer,No
35844,MembershipLevel,Gold
35845,DiscountApplied,30%
35846,SpecialOffer,WinterSale2024
35847,MembershipLevel,Bronze
35848,MembershipLevel,Platinum
35849,DiscountApplied,40%
35850,DiscountApplied,40%
35851,MembershipLevel,Platinum
35852,PriorityCustomer,Yes
35853,SpecialOffer,WinterSale2024
35854,PriorityCustomer,Yes
35855,MembershipLevel,Gold
35856,PriorityCustomer,Yes
35857,SpecialOffer,HolidaySale2024
35858,MembershipLevel,Bronze
35859,DiscountApplied,20%
35860,DiscountApplied,30%
35861,MembershipLevel,Bronze
35862,PriorityCustomer,No
35863,SpecialOffer,HolidaySale2024
35864,DiscountApplied,40%
35865,PriorityCustomer,Yes
35866,PriorityCustomer,Yes
35867,PriorityCustomer,Yes
35868,PriorityCustomer,No
35869,PriorityCustomer,No
35870,PriorityCustomer,No
35871,PriorityCustomer,Yes
35872,MembershipLevel,Platinum
35873,MembershipLevel,Silver
35874,MembershipLevel,Bronze
35875,MembershipLevel,Silver
35876,PriorityCustomer,No
35877,DiscountApplied,30%
35878,DiscountApplied,10%
35879,DiscountApplied,20%
35880,PriorityCustomer,Yes
35881,PriorityCustomer,No
35882,MembershipLevel,Bronze
35883,SpecialOffer,HolidaySale2024
35884,DiscountApplied,10%
35885,PriorityCustomer,Yes
35886,DiscountApplied,10%
35887,SpecialOffer,HolidaySale2024
35888,PriorityCustomer,Yes
35889,PriorityCustomer,Yes
35890,PriorityCustomer,No
35891,DiscountApplied,20%
35892,PriorityCustomer,No
35893,DiscountApplied,30%
35894,MembershipLevel,Platinum
35895,SpecialOffer,SummerSale2024
35896,PriorityCustomer,Yes
35897,MembershipLevel,Silver
35898,DiscountApplied,30%
35899,PriorityCustomer,Yes
35900,MembershipLevel,Gold
35901,PriorityCustomer,Yes
35902,PriorityCustomer,No
35903,MembershipLevel,Silver
35904,SpecialOffer,SpringSale2024
35905,DiscountApplied,10%
35906,DiscountApplied,30%
35907,MembershipLevel,Silver
35908,MembershipLevel,Silver
35909,SpecialOffer,SpringSale2024
35910,MembershipLevel,Gold
35911,DiscountApplied,20%
35912,DiscountApplied,40%
35913,SpecialOffer,SummerSale2024
35914,DiscountApplied,30%
35915,SpecialOffer,WinterSale2024
35916,DiscountApplied,30%
35917,PriorityCustomer,Yes
35918,PriorityCustomer,No
35919,MembershipLevel,Gold
35920,SpecialOffer,HolidaySale2024
35921,PriorityCustomer,No
35922,DiscountApplied,10%
35923,SpecialOffer,WinterSale2024
35924,MembershipLevel,Bronze
35925,PriorityCustomer,No
35926,PriorityCustomer,Yes
35927,SpecialOffer,HolidaySale2024
35928,DiscountApplied,20%
35929,PriorityCustomer,Yes
35930,DiscountApplied,40%
35931,SpecialOffer,SummerSale2024
35932,MembershipLevel,Gold
35933,DiscountApplied,30%
35934,MembershipLevel,Bronze
35935,SpecialOffer,WinterSale2024
35936,SpecialOffer,HolidaySale2024
35937,SpecialOffer,SpringSale2024
35938,SpecialOffer,SpringSale2024
35939,SpecialOffer,WinterSale2024
35940,SpecialOffer,SummerSale2024
35941,MembershipLevel,Gold
35942,PriorityCustomer,Yes
35943,MembershipLevel,Platinum
35944,MembershipLevel,Platinum
35945,DiscountApplied,30%
35946,MembershipLevel,Silver
35947,PriorityCustomer,Yes
35948,DiscountApplied,20%
35949,SpecialOffer,SpringSale2024
35950,MembershipLevel,Platinum
35951,PriorityCustomer,Yes
35952,PriorityCustomer,Yes
35953,DiscountApplied,40%
35954,MembershipLevel,Bronze
35955,SpecialOffer,SpringSale2024
35956,MembershipLevel,Silver
35957,DiscountApplied,30%
35958,SpecialOffer,WinterSale2024
35959,DiscountApplied,20%
35960,DiscountApplied,20%
35961,PriorityCustomer,No
35962,SpecialOffer,SpringSale2024
35963,DiscountApplied,30%
35964,PriorityCustomer,No
35965,SpecialOffer,WinterSale2024
35966,PriorityCustomer,Yes
35967,PriorityCustomer,Yes
35968,DiscountApplied,40%
35969,SpecialOffer,WinterSale2024
35970,SpecialOffer,WinterSale2024
35971,SpecialOffer,SpringSale2024
35972,SpecialOffer,HolidaySale2024
35973,MembershipLevel,Platinum
35974,DiscountApplied,30%
35975,PriorityCustomer,No
35976,SpecialOffer,SpringSale2024
35977,DiscountApplied,30%
35978,DiscountApplied,20%
35979,MembershipLevel,Bronze
35980,DiscountApplied,30%
35981,DiscountApplied,30%
35982,PriorityCustomer,No
35983,MembershipLevel,Silver
35984,DiscountApplied,20%
35985,PriorityCustomer,No
35986,DiscountApplied,30%
35987,SpecialOffer,HolidaySale2024
35988,SpecialOffer,HolidaySale2024
35989,MembershipLevel,Bronze
35990,PriorityCustomer,No
35991,PriorityCustomer,No
35992,DiscountApplied,20%
35993,MembershipLevel,Platinum
35994,PriorityCustomer,No
35995,PriorityCustomer,Yes
35996,DiscountApplied,10%
35997,PriorityCustomer,Yes
35998,PriorityCustomer,No
35999,MembershipLevel,Silver
36000,PriorityCustomer,Yes
36001,MembershipLevel,Silver
36002,PriorityCustomer,No
36003,DiscountApplied,20%
36004,MembershipLevel,Platinum
36005,SpecialOffer,WinterSale2024
36006,PriorityCustomer,Yes
36007,DiscountApplied,10%
36008,SpecialOffer,HolidaySale2024
36009,DiscountApplied,30%
36010,MembershipLevel,Silver
36011,DiscountApplied,30%
36012,DiscountApplied,30%
36013,PriorityCustomer,No
36014,DiscountApplied,20%
36015,SpecialOffer,WinterSale2024
36016,DiscountApplied,10%
36017,PriorityCustomer,No
36018,SpecialOffer,HolidaySale2024
36019,DiscountApplied,40%
36020,MembershipLevel,Gold
36021,DiscountApplied,20%
36022,PriorityCustomer,Yes
36023,PriorityCustomer,Yes
36024,DiscountApplied,30%
36025,MembershipLevel,Gold
36026,MembershipLevel,Platinum
36027,SpecialOffer,SpringSale2024
36028,MembershipLevel,Platinum
36029,MembershipLevel,Silver
36030,PriorityCustomer,No
36031,PriorityCustomer,No
36032,DiscountApplied,20%
36033,SpecialOffer,SummerSale2024
36034,MembershipLevel,Gold
36035,PriorityCustomer,No
36036,PriorityCustomer,No
36037,DiscountApplied,30%
36038,DiscountApplied,30%
36039,PriorityCustomer,Yes
36040,SpecialOffer,SpringSale2024
36041,PriorityCustomer,No
36042,DiscountApplied,10%
36043,SpecialOffer,SpringSale2024
36044,MembershipLevel,Bronze
36045,PriorityCustomer,No
36046,DiscountApplied,10%
36047,PriorityCustomer,No
36048,PriorityCustomer,No
36049,DiscountApplied,30%
36050,PriorityCustomer,No
36051,PriorityCustomer,Yes
36052,SpecialOffer,HolidaySale2024
36053,DiscountApplied,10%
36054,SpecialOffer,SpringSale2024
36055,DiscountApplied,40%
36056,SpecialOffer,SummerSale2024
36057,DiscountApplied,40%
36058,SpecialOffer,SpringSale2024
36059,PriorityCustomer,No
36060,PriorityCustomer,No
36061,MembershipLevel,Silver
36062,PriorityCustomer,No
36063,MembershipLevel,Silver
36064,DiscountApplied,30%
36065,SpecialOffer,HolidaySale2024
36066,SpecialOffer,WinterSale2024
36067,SpecialOffer,WinterSale2024
36068,PriorityCustomer,No
36069,PriorityCustomer,No
36070,PriorityCustomer,No
36071,DiscountApplied,20%
36072,MembershipLevel,Bronze
36073,PriorityCustomer,No
36074,MembershipLevel,Silver
36075,MembershipLevel,Silver
36076,MembershipLevel,Silver
36077,PriorityCustomer,Yes
36078,PriorityCustomer,Yes
36079,PriorityCustomer,Yes
36080,SpecialOffer,SummerSale2024
36081,MembershipLevel,Gold
36082,SpecialOffer,SummerSale2024
36083,PriorityCustomer,No
36084,DiscountApplied,40%
36085,PriorityCustomer,Yes
36086,PriorityCustomer,No
36087,DiscountApplied,20%
36088,DiscountApplied,40%
36089,SpecialOffer,WinterSale2024
36090,PriorityCustomer,No
36091,PriorityCustomer,Yes
36092,MembershipLevel,Platinum
36093,PriorityCustomer,No
36094,PriorityCustomer,Yes
36095,PriorityCustomer,Yes
36096,DiscountApplied,30%
36097,SpecialOffer,SummerSale2024
36098,MembershipLevel,Bronze
36099,SpecialOffer,SpringSale2024
36100,SpecialOffer,SummerSale2024
36101,DiscountApplied,40%
36102,MembershipLevel,Platinum
36103,MembershipLevel,Platinum
36104,DiscountApplied,20%
36105,MembershipLevel,Bronze
36106,MembershipLevel,Platinum
36107,PriorityCustomer,No
36108,PriorityCustomer,Yes
36109,SpecialOffer,SummerSale2024
36110,PriorityCustomer,No
36111,SpecialOffer,HolidaySale2024
36112,MembershipLevel,Gold
36113,MembershipLevel,Platinum
36114,DiscountApplied,20%
36115,PriorityCustomer,No
36116,MembershipLevel,Platinum
36117,SpecialOffer,HolidaySale2024
36118,PriorityCustomer,No
36119,DiscountApplied,10%
36120,DiscountApplied,10%
36121,MembershipLevel,Silver
36122,DiscountApplied,20%
36123,MembershipLevel,Platinum
36124,MembershipLevel,Platinum
36125,SpecialOffer,WinterSale2024
36126,SpecialOffer,SummerSale2024
36127,PriorityCustomer,No
36128,DiscountApplied,10%
36129,MembershipLevel,Gold
36130,MembershipLevel,Bronze
36131,SpecialOffer,SpringSale2024
36132,MembershipLevel,Platinum
36133,MembershipLevel,Bronze
36134,PriorityCustomer,No
36135,PriorityCustomer,Yes
36136,MembershipLevel,Bronze
36137,DiscountApplied,20%
36138,MembershipLevel,Silver
36139,MembershipLevel,Platinum
36140,MembershipLevel,Platinum
36141,MembershipLevel,Silver
36142,DiscountApplied,30%
36143,DiscountApplied,10%
36144,DiscountApplied,10%
36145,PriorityCustomer,No
36146,SpecialOffer,SummerSale2024
36147,PriorityCustomer,No
36148,PriorityCustomer,Yes
36149,DiscountApplied,10%
36150,SpecialOffer,SpringSale2024
36151,PriorityCustomer,No
36152,DiscountApplied,20%
36153,MembershipLevel,Gold
36154,DiscountApplied,30%
36155,PriorityCustomer,No
36156,DiscountApplied,40%
36157,PriorityCustomer,Yes
36158,MembershipLevel,Silver
36159,SpecialOffer,SummerSale2024
36160,DiscountApplied,10%
36161,DiscountApplied,10%
36162,DiscountApplied,30%
36163,SpecialOffer,SummerSale2024
36164,SpecialOffer,HolidaySale2024
36165,DiscountApplied,30%
36166,MembershipLevel,Silver
36167,PriorityCustomer,No
36168,DiscountApplied,20%
36169,MembershipLevel,Silver
36170,MembershipLevel,Bronze
36171,SpecialOffer,HolidaySale2024
36172,DiscountApplied,20%
36173,PriorityCustomer,Yes
36174,SpecialOffer,WinterSale2024
36175,SpecialOffer,SpringSale2024
36176,MembershipLevel,Gold
36177,DiscountApplied,20%
36178,PriorityCustomer,No
36179,MembershipLevel,Silver
36180,SpecialOffer,SpringSale2024
36181,PriorityCustomer,Yes
36182,MembershipLevel,Platinum
36183,DiscountApplied,40%
36184,SpecialOffer,WinterSale2024
36185,SpecialOffer,HolidaySale2024
36186,PriorityCustomer,No
36187,SpecialOffer,SpringSale2024
36188,SpecialOffer,HolidaySale2024
36189,DiscountApplied,30%
36190,DiscountApplied,30%
36191,MembershipLevel,Platinum
36192,MembershipLevel,Silver
36193,SpecialOffer,WinterSale2024
36194,DiscountApplied,10%
36195,MembershipLevel,Platinum
36196,MembershipLevel,Gold
36197,MembershipLevel,Platinum
36198,SpecialOffer,SummerSale2024
36199,PriorityCustomer,No
36200,DiscountApplied,40%
36201,MembershipLevel,Silver
36202,DiscountApplied,30%
36203,PriorityCustomer,Yes
36204,PriorityCustomer,No
36205,DiscountApplied,20%
36206,SpecialOffer,WinterSale2024
36207,MembershipLevel,Silver
36208,MembershipLevel,Gold
36209,SpecialOffer,SummerSale2024
36210,MembershipLevel,Bronze
36211,PriorityCustomer,Yes
36212,PriorityCustomer,Yes
36213,DiscountApplied,20%
36214,PriorityCustomer,No
36215,MembershipLevel,Bronze
36216,SpecialOffer,HolidaySale2024
36217,DiscountApplied,20%
36218,MembershipLevel,Gold
36219,DiscountApplied,10%
36220,SpecialOffer,SummerSale2024
36221,PriorityCustomer,Yes
36222,MembershipLevel,Bronze
36223,SpecialOffer,SpringSale2024
36224,MembershipLevel,Gold
36225,MembershipLevel,Platinum
36226,MembershipLevel,Gold
36227,SpecialOffer,SummerSale2024
36228,SpecialOffer,WinterSale2024
36229,DiscountApplied,10%
